temperature,tiltState,digitalVibrationState,soundState,analogVibration,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,label
30.08,1,1,1,482,0.09,-0.48,-2,59.98,-4.69,-2.24,1
30.18,1,1,1,483,0.1,-0.5,-2,52.29,-0.13,-2.42,1
30.08,1,1,1,484,0.19,-0.42,-2,73.53,-13.52,-3.26,1
30.18,1,0,1,483,0.02,-0.36,-2,47.39,19.18,-5.2,1
30.13,1,1,1,484,0.06,-0.15,-1.37,107.25,2.4,0.2,1
30.04,1,1,1,482,0.16,-0.03,-0.31,-21.15,2.57,3.98,1
30.13,1,1,0,483,0.1,0.13,0.82,-82.98,7.98,8.39,1
30.13,1,1,0,482,0,0.15,1.07,-78.34,2.48,3.4,1
30.13,1,1,1,478,0.01,0.03,0.17,-37,-5.46,1.05,1
30.22,1,1,1,477,0.1,-0.19,-1.59,-9.88,5.91,-0.21,1
30.13,1,1,0,482,0.14,-0.44,-2,33.5,-0.69,-3.15,1
30.18,1,0,1,484,0.23,-0.41,-2,75.11,-19.13,-0.06,1
30.13,1,1,1,485,0.09,0.05,-0.17,-11.79,6.86,2.2,1
30.13,1,1,0,482,0.02,0.14,1.15,-89.77,-0.89,5.56,1
30.04,1,1,1,481,0.06,-0.1,-1.03,-30.13,6.05,0.23,1
30.13,1,1,0,484,0.14,-0.46,-2,43.16,-4.31,-3.22,1
30.08,1,0,1,488,0.22,-0.15,-1.35,112.74,13.54,-2.42,1
30.08,1,1,1,482,0.03,0.18,1.16,-86.6,3.69,6.84,1
30.08,1,1,1,481,0.06,-0.18,-1.53,-24.53,7.86,0.45,1
30.08,1,1,1,484,0.1,-0.5,-2,59.49,-2.37,-2.8,1
30.08,1,1,0,482,0,0.13,0.81,-61.28,15.05,5.35,1
30.13,1,1,1,482,0.02,-0.11,-0.55,-37.95,6.25,0.48,1
30.13,1,1,0,484,0.11,-0.5,-2,67.64,-6.74,-3.27,1
30.13,1,1,0,483,0.09,0.21,0.95,-87.06,-0.08,9.1,1
30.04,1,1,1,480,0.09,-0.19,-1.87,-3.16,7.07,-1.71,1
30.13,1,1,1,485,0.23,-0.33,-1.92,56.36,-16.24,4.49,1
30.13,1,1,0,481,0.01,0.09,0.72,-60.94,2.15,1.69,1
30.13,1,1,0,481,0.13,-0.48,-2,56.08,-4.82,-3.15,1
30.08,1,1,0,479,-0.02,0.23,1.16,-85.67,2.66,5.77,1
30.18,1,1,0,479,0.15,-0.38,-2,30.41,-0.05,-2.58,1
30.18,1,1,0,481,0.01,0.17,0.59,-34.72,5.02,5.41,1
30.08,1,1,1,480,0.13,-0.31,-2,23.05,-0.73,-3.18,1
30.18,1,1,0,483,0.1,0.14,0.48,-31.75,-8.93,6.69,1
30.18,1,1,1,480,0.17,-0.31,-2,27.11,-1.64,-3.48,1
30.08,1,1,0,482,0.03,0.16,1.01,-79.05,11.46,6.18,1
30.18,1,1,0,482,0.15,-0.44,-2,44.76,-8.21,-2.5,1
30.08,1,1,0,481,0.09,0.17,1.23,-94.79,-4.85,7.6,1
30.13,1,0,1,485,0.11,-0.46,-2,69.5,0.61,-1.98,1
30.08,1,1,1,480,0.02,-0.05,-0.33,-33.51,-1.61,0.18,1
30.13,1,1,1,484,0,0,0,-30.08,2.2,1.36,1
30.08,1,1,1,479,0.15,-0.37,-2,44.82,-6.12,-4.21,1
30.08,1,1,0,478,0,0.15,0.89,-59.56,-2.6,2.58,1
30.18,1,0,1,484,-0.06,-0.16,-1.24,131.35,20.12,-11.4,1
30.08,1,1,1,482,0.16,-0.36,-2,37.96,-3.71,-1.63,1
30.08,1,1,0,478,0,0.12,0.84,-59.29,3.9,1.66,1
30.08,1,1,1,485,-0.03,-0.08,0.14,-26.94,-1.25,2.05,1
30.18,1,1,0,483,0.16,-0.48,-2,63.53,-6.17,-3.66,1
30.08,1,1,1,479,0.02,-0.18,-1.4,-24.96,6.71,-1.55,1
30.18,1,1,1,478,0.02,0.23,1.38,-105.16,-0.09,6.96,1
30.08,1,1,1,484,0.1,-0.18,-0.13,14.96,-25.74,2.61,1
30.13,1,1,1,484,0.13,-0.45,-2,71.2,-2.4,-4.03,1
30.13,1,1,0,482,0.12,-0.34,-2,24.62,2.39,-3.38,1
30.13,1,1,0,481,0.01,-0.03,-0.2,-39.07,0.7,0.68,1
30.22,1,1,0,482,0.15,0.2,1.31,-98.89,-5.66,8.69,1
30.13,1,1,0,484,0.03,0.15,0.63,-30.61,-4.11,3.96,1
30.13,1,1,1,485,-0.21,0,-1.42,146.74,23.43,-20.44,1
30.08,1,0,1,488,0.1,-0.37,-2,75.96,-8.72,-6.57,1
30.18,1,0,0,486,0.15,-0.48,-2,60.73,-4.37,-4.54,1
30.18,1,1,0,487,0.18,-0.43,-2,46.03,-9.22,-2.14,1
30.18,1,1,0,486,0.12,-0.35,-2,12.45,3.2,-1.37,1
30.08,1,1,1,485,0.11,-0.31,-2,-5.98,2.87,-0.95,1
30.18,1,1,1,483,0.04,-0.24,-1.54,-20.08,4.07,-1.76,1
30.08,1,1,1,483,0.03,-0.21,-1.36,-23.34,-0.84,-0.56,1
30.18,1,1,1,483,0.04,-0.19,-1.17,-23.68,-4.06,-0.13,1
30.18,1,1,1,486,0.03,-0.23,-1.43,-25,0.87,-0.62,1
30.18,1,1,1,487,0.07,-0.29,-1.78,-16.14,5.7,-1.41,1
30.13,1,1,1,487,0.11,-0.37,-2,-5.15,6.4,-0.86,1
30.18,1,1,0,485,0.14,-0.39,-2,28.08,-0.1,-2.69,1
30.08,1,1,0,487,0.22,-0.48,-2,52.89,-4.61,-5.15,1
30.18,1,1,0,484,0.15,-0.47,-2,74.86,-6.51,-3.81,1
30.13,1,1,1,484,-0.17,-0.32,-1.89,56.68,14.69,-2.79,1
30.13,1,1,1,484,0.09,-0.17,0.13,-12.7,-8.6,0.34,1
30.18,1,1,1,483,0.11,0.21,1.41,-118.75,9.47,12.32,1
30.18,1,1,0,479,0.08,0.15,0.92,-71.02,3.1,3.92,1
30.27,1,1,0,482,0.05,-0.26,-1.7,-21.85,1.39,-1.02,1
30.13,1,1,0,486,0.15,-0.46,-2,57.09,-6.92,-4.8,1
30.22,1,1,1,487,-0.17,-0.29,-1.83,53.93,20.79,-6.47,1
30.13,1,1,1,485,-0.03,0.22,1.23,-60.62,6.76,6.73,1
30.13,1,1,0,480,0.05,0.07,0.33,-57.98,-0.56,2.38,1
30.04,1,1,1,483,0.14,-0.43,-2,26.89,1.37,-2.5,1
30.13,1,0,1,486,0.08,-0.27,-1.98,65.95,-8.18,3.73,1
30.08,1,1,1,485,0.02,0.3,1.46,-115.85,0.55,11.47,1
30.18,1,1,0,483,0.06,-0.26,-1.68,-22.05,0.85,-0.8,1
30.08,1,0,0,489,0.13,-0.44,-2,77,-5.37,-3.4,1
30.18,1,1,1,486,0.01,0.22,1.53,-120.89,14.42,10.76,1
30.13,1,1,0,482,0.09,-0.33,-2,-14.02,5.17,-1.47,1
30.13,1,1,1,485,0.33,-0.32,-2,69.38,-25.88,3.36,1
30.08,1,1,0,481,-0.01,0.23,1.19,-72.58,-6.31,3.66,1
30.18,1,1,0,485,0.22,-0.46,-2,68.87,-16.05,-4.16,1
30.04,1,1,1,486,-0.01,0.22,1.2,-46.79,-0.97,7.06,1
30.08,1,1,0,486,0.09,-0.39,-2,2.41,3.83,-1.48,1
30.08,1,1,1,489,0.12,-0.12,0.19,-2.96,-8.23,1.88,1
30.08,1,1,0,486,0.05,-0.23,-1.62,-21.3,-2.3,-0.84,1
30.08,1,1,1,494,-0.06,-0.2,-0.08,75.44,-26.9,0.73,1
30.18,1,1,0,489,0.04,-0.22,-1.63,-25.76,-2.54,-0.66,1
30.13,1,1,1,494,0.15,-0.11,0.24,-1.27,-11.83,1.31,1
30.22,1,1,0,486,0.1,-0.4,-2,-4.44,5.9,-0.39,1
30.18,1,1,1,488,0.04,0.2,1.28,-53.66,-5,8.26,1
30.18,1,1,0,489,0.15,-0.51,-2,46.02,-1.31,-1.5,1
30.18,1,1,0,487,0,0.23,1.16,-74.53,-5.47,4.09,1
30.08,1,1,1,490,0.33,-0.37,-1.9,66.73,-14.25,5.15,1
30.13,1,1,0,484,0.08,-0.34,-2,-14.83,4.29,-1.18,1
30.13,1,1,1,485,0.05,0.25,1.68,-126.11,10.63,10.86,1
30.18,1,0,1,487,0.15,-0.45,-2,83.2,-5.46,-3.17,1
30.18,1,1,0,484,0.08,-0.33,-2,-19.14,0.95,-0.57,1
30.18,1,1,1,486,-0.08,0.33,1.63,-85.15,6.66,6.81,1
30.18,1,1,1,488,-0.17,-0.23,-1.29,68.91,4.81,-4.29,1
30.08,1,1,0,486,0.16,-0.5,-2,38.95,0.82,-1.85,1
30.22,1,1,0,483,0.06,-0.01,-0.22,-51.55,2.57,2.22,1
29.99,1,1,1,486,0.08,0.21,1.68,-113.96,7.18,11.74,1
30.13,1,1,1,489,0.44,-0.21,-1.19,66.12,6.7,1.09,1
30.18,1,1,0,489,0.11,-0.55,-2,64.21,-7.05,-4.27,1
30.08,1,1,0,487,0.1,-0.42,-2,-5.33,6.18,-1.48,1
30.22,1,1,0,484,0.04,0.04,0.06,-56.21,2.56,1.91,1
30.13,1,1,1,488,0.05,0.31,1.59,-108.27,9.64,7.63,1
30.18,1,1,1,487,0.01,0.2,1.2,-50.76,-0.47,4.72,1
30.18,1,1,1,492,-0.23,0.03,-0.23,64.34,1.56,-3.14,1
30.08,1,1,1,493,0.24,-0.34,-1.97,61.83,-27.57,2.33,1
30.08,1,1,0,492,0.1,-0.48,-2,79.11,-4.95,-3.79,1
30.18,1,1,0,490,0.11,-0.54,-2,78.9,-9.19,-5.86,1
30.08,1,1,0,491,0.12,-0.53,-2,52.67,2.61,-4.27,1
30.22,1,1,0,489,0.16,-0.51,-2,59.81,-5.73,-4.58,1
30.13,1,0,0,486,0.17,-0.53,-2,49.9,-1.87,-3.09,1
30.13,1,1,0,487,0.17,-0.55,-2,49.6,1.2,-3.73,1
30.13,1,1,0,489,0.16,-0.55,-2,55.9,-2.64,-2.43,1
30.13,1,1,0,490,0.17,-0.55,-2,75.05,-13.59,-5.42,1
30.08,1,1,0,491,0.15,-0.53,-2,75.37,-5.98,-3.89,1
30.08,1,1,1,491,0.12,-0.36,-2,68.89,-5.43,-1.42,1
30.18,1,0,1,487,0.08,-0.15,-1.01,1.53,-1.76,0.63,1
30.08,1,0,1,485,0.07,-0.15,-1.03,-0.56,-1.23,0.24,1
30.13,1,1,1,733,0.07,0.02,-0.21,-51.02,-6.56,3.31,1
30.08,1,0,1,750,0.08,-0.49,-2,106.92,-5.45,-9.92,1
30.04,1,1,0,740,0,0.18,0.97,-83.42,-5.34,5.7,1
30.13,1,0,1,740,0.08,-0.63,-2,84.8,-4.91,-4.46,1
30.04,1,1,0,745,-0.03,0.22,1.48,-116.78,1.19,7.26,1
30.18,1,1,1,737,0.07,-0.66,-2,79.58,-6.05,-5.09,1
30.08,1,1,0,741,-0.01,0.2,1.39,-103.56,1.85,8.95,1
30.08,1,0,1,744,0.08,-0.59,-2,94.67,-3.03,-6.07,1
30.18,1,1,0,736,-0.04,0.16,0.61,-53.53,0.19,0.52,1
30.08,1,0,1,751,-0.16,-0.38,-1.76,78.25,28.24,-13.27,1
30.22,1,1,0,720,0.08,-0.12,-1.27,-29.38,2.75,-1.2,1
30.04,1,1,1,755,0.07,0.14,0.64,-29.23,-3.56,7.33,1
30.13,1,0,0,729,0.15,-0.6,-2,43.25,-4.15,-2.82,1
30.18,1,1,0,740,-0.05,0.14,1.45,-124.19,12.21,8.24,1
29.99,1,1,1,750,0.37,-0.35,-2,87.3,-6.56,1.05,1
30.27,1,1,0,723,0.13,-0.34,-2,14.11,5.27,-3.82,1
29.99,1,1,0,743,0,0.3,1.46,-132.02,5.66,12.08,1
30.04,1,1,1,745,0.31,-0.41,-2,116.92,-22.56,-1.08,1
30.08,1,0,1,719,0.12,-0.37,-2,38.02,-0.91,-4.78,1
30.08,1,1,0,733,-0.01,0.19,1.35,-116.31,-5.03,7.88,1
30.08,1,1,1,751,-0.08,-0.05,0,15.4,-4.9,-0.47,1
29.99,1,1,1,730,0.1,-0.68,-2,78.7,-7.88,-4.79,1
30.08,1,1,1,722,0.06,-0.15,-1.41,-30.45,3.3,-0.96,1
30.08,1,1,0,740,0.03,0.27,1.49,-120.09,-4.63,10.27,1
30.13,1,1,1,752,0.08,0.04,0.33,-39.14,1.76,2.72,1
30.13,1,0,1,738,0.1,-0.61,-2,95.1,-2.42,-5.06,1
30.04,1,1,1,718,0.18,-0.52,-2,32.15,-12.33,0.64,1
30.18,1,1,1,719,0.01,-0.08,-0.89,-43.5,3.69,-0.65,1
29.99,1,1,0,735,0.02,0.16,1.41,-122.95,-3.57,7.3,1
30.08,1,1,0,746,0.14,0.28,1.38,-96.29,-4.63,14.48,1
29.99,1,1,1,748,0.09,-0.07,0.29,20.54,-13.26,2.08,1
30.18,1,0,1,741,0.29,-0.38,-2,115.79,-25.79,2.8,1
30.08,1,0,1,730,0.11,-0.65,-2,112.47,-6.4,-7.54,1
30.08,1,0,1,722,0.14,-0.65,-2,72.83,-5.94,-5.19,1
30.08,1,1,1,717,0.24,-0.51,-2,41.34,-14.22,-2.63,1
30.04,1,1,0,715,0.15,-0.35,-2,19.49,6.13,-3.23,1
30.13,1,1,1,715,0.14,-0.3,-2,-6.18,5.15,-0.74,1
30.08,1,1,0,711,0.11,-0.23,-1.8,-30.73,4.56,0.56,1
30.04,1,1,1,713,0.08,-0.2,-1.69,-28.91,5.85,-1.29,1
30.13,1,1,0,710,0.11,-0.21,-1.62,-36.14,4.06,0.34,1
30.13,1,1,1,707,0.09,-0.27,-2,-15.75,6.4,-2.57,1
30.13,1,1,0,708,0.13,-0.32,-2,-10.09,6.44,-1.3,1
30.13,1,1,1,709,0.14,-0.46,-2,10.33,6.7,-1.56,1
30.13,1,1,1,709,0.12,-0.61,-2,52.93,-1.4,-6.18,1
30.04,1,0,1,714,0.1,-0.72,-2,90.6,-5.04,-7.14,1
30.13,1,1,1,725,0.07,-0.59,-2,109.82,-5.16,-6.99,1
30.08,1,1,1,735,-0.27,-0.25,-0.99,77.5,13.75,-14.55,1
30.13,1,1,0,739,0.04,0.26,0.7,-39.79,-7.44,6.66,1
30.08,1,1,0,730,0.02,0.34,1.85,-161.82,5.37,15.47,1
30.13,1,1,0,714,-0.01,0.09,0.47,-74.81,-4,3.95,1
30.13,1,1,0,703,0.1,-0.32,-2,-17.11,5.97,0.68,1
30.13,1,1,1,710,0.2,-0.69,-2,78.02,-6.6,-6.46,1
30.13,1,1,1,731,-0.29,-0.36,-1.49,101.23,21.11,-16.1,1
30.13,1,1,0,736,0.02,0.39,1.65,-93.79,3.3,10.58,1
30.13,1,1,0,715,-0.03,0.06,0.38,-72.33,-1.92,4.34,1
30.13,1,1,1,706,0.18,-0.48,-2,39.47,7.95,-5.47,1
30.13,1,1,1,725,0.09,-0.51,-2,104.04,-8.31,-5.95,1
30.08,1,1,0,730,0.03,0.4,1.8,-135.82,3.45,14.61,1
29.99,1,1,0,705,0.03,-0.14,-0.96,-42.71,-1.81,-0.14,1
30.18,1,1,1,710,0.11,-0.7,-2,111.65,-7.1,-7.78,1
30.13,1,1,0,733,0.07,0.33,1.06,-51.01,-5.37,7.5,1
30.13,1,1,0,706,0.03,-0.08,-0.3,-57.41,2.21,1.77,1
30.04,1,0,1,713,0.09,-0.68,-2,132.53,-4.54,-11.37,1
30.08,1,1,0,729,-0.01,0.41,1.72,-135.78,17.37,11.85,1
30.13,1,1,0,698,0.14,-0.37,-2,-19.5,5.68,-0.5,1
30.13,1,1,1,727,-0.28,-0.28,-0.94,97.63,9.12,-0.78,1
30.13,1,1,0,707,0.01,0.1,0.68,-89.07,-4.14,5.31,1
30.04,1,0,1,711,0.06,-0.7,-2,126.46,-6.13,-9.58,1
30.08,1,1,0,718,0,0.44,1.68,-140.01,-1.28,13.82,1
30.13,1,1,1,704,0.19,-0.66,-2,70.84,-4.74,-6.68,1
29.99,1,1,0,725,0.01,0.44,2,-157.69,2.3,18.31,1
30.04,1,1,1,702,0.19,-0.61,-2,55.34,-0.8,-4.46,1
30.13,1,1,0,723,0.03,0.46,1.99,-155.07,1.38,19.61,1
30.18,1,1,1,704,0.21,-0.65,-2,91.36,-2.12,-7.52,1
30.08,1,1,0,714,-0.05,0.38,1.84,-145.29,4.15,10.95,1
30.22,1,0,1,713,0.07,-0.65,-2,134.05,-11.12,-8.89,1
30.08,1,1,0,700,-0.01,-0.01,-0.04,-85.03,3.73,2.58,1
30.08,1,1,1,723,0.41,-0.12,-0.77,222.71,-33.24,-14.57,1
30.04,1,1,1,692,0.19,-0.49,-2,3.19,6.6,-1.28,1
30.04,1,1,0,719,-0.05,0.47,2,-177.03,15.4,14.82,1
30.08,1,1,1,712,0.06,-0.57,-2,117.13,-3.6,-7.07,1
30.08,1,1,0,690,0.03,-0.33,-1.93,-35.92,4.66,-0.46,1
30.08,1,1,0,719,0.11,0.5,2,-128.08,-8.04,18.03,1
30.04,1,0,1,713,0.07,-0.58,-2,113.6,-7.99,-6.33,1
30.13,1,1,0,687,0.12,-0.47,-2,-4.41,10.79,-2.11,1
30.08,1,1,0,702,0.02,0.34,1.53,-125.56,-10.15,11.69,1
30.08,1,1,1,718,0.74,-0.15,-0.03,181.76,-47.39,-7.08,1
30.04,1,0,1,701,0.12,-0.7,-2,118.45,-3.96,-11.65,1
30.08,1,1,0,685,0.07,-0.43,-2,-30.08,8.4,-1.82,1
30.08,1,1,0,700,-0.08,0.29,1.46,-111.21,-4.94,4.82,1
30.04,1,1,0,717,0.07,0.35,1.36,-52.07,-10.12,10.79,1
30.08,1,0,1,710,-0.35,-0.38,-1.25,91.59,12.56,-13.73,1
30.04,1,0,1,694,0.07,-0.65,-2,105.83,-7.7,-9.05,1
30.13,1,0,0,684,0.11,-0.56,-2,4.71,8.21,-4.27,1
30.04,1,1,1,685,-0.01,-0.23,-1.18,-55.76,-0.56,-0.3,1
30.04,1,1,0,694,0.08,0.16,1.25,-117.81,3.63,7.05,1
30.04,1,1,0,706,0.01,0.49,2,-164.07,17.03,14.91,1
29.99,1,1,0,716,0.09,0.42,1.93,-104.47,17.99,10.46,1
30.04,1,1,0,715,-0.02,0.13,1.23,-42.89,11.23,0.09,1
30.08,1,1,1,713,-0.19,-0.07,0.63,55.27,-14.45,-1.76,1
29.99,1,1,1,708,0,-0.26,-0.62,144.41,40.67,-6.53,1
29.94,1,1,1,707,-0.18,-0.18,-1.1,94.11,16.6,-14.49,1
30.08,1,1,1,706,0.03,-0.33,-1.41,116.07,16.55,-11.74,1
29.94,1,1,1,705,-0.09,-0.24,-1.19,134.73,-11.05,-10.32,1
29.99,1,1,1,707,-0.15,0.07,-1.08,188.88,32.69,-11.87,1
30.04,1,1,1,709,0.39,-0.21,0.56,123.92,-37.18,3.87,1
29.99,1,1,1,709,0.05,0.24,1,-30.15,-18.28,5.69,1
30.13,1,1,1,704,0.13,0.43,1.93,-95.16,8.87,12.18,1
30.04,1,1,0,696,0.05,0.48,2,-172.15,14.29,12.89,1
30.08,1,1,0,684,0.05,0.2,1.17,-115.97,6.91,6.18,1
30.08,1,1,0,677,0.06,-0.18,-1.07,-66.21,1.77,2.59,1
30.04,1,1,1,676,0.13,-0.63,-2,6.33,7.24,-4.44,1
30.08,1,1,1,685,0.31,-0.73,-2,104.51,-23.15,-1.82,1
30.04,1,0,1,700,0.32,-0.37,-1.84,132.62,-14.02,3.99,1
30.18,1,1,1,704,-0.12,0.41,1.61,-47.6,8.57,3.42,1
29.99,1,1,0,688,-0.01,0.37,1.44,-122.52,-12.93,8.18,1
30.04,1,1,0,677,0.09,-0.52,-2,-32.4,3.05,-1.35,1
30.04,1,0,1,687,0.22,-0.73,-2,111.53,-6.75,-6.11,1
30.08,1,1,1,703,0.4,-0.11,0.94,36.24,-28.29,9.41,1
29.89,1,1,0,686,0.07,0.44,1.74,-143.86,-5.11,11.96,1
30.13,1,1,0,676,0.09,-0.59,-2,-2.34,5.69,-3.85,1
30.13,1,0,1,696,0.07,-0.47,-2,133.71,-4.21,-7.69,1
29.99,1,1,0,696,0.01,0.56,2,-143.44,-1.31,20.15,1
30.08,1,1,0,671,0.07,-0.51,-2,-31.92,5.24,-2.63,1
29.99,1,0,1,692,0.09,-0.42,-2,127.65,-1.59,-8.02,1
30.04,1,1,0,686,0.03,0.49,2,-166.45,14.85,15.61,1
30.08,1,1,0,671,0.19,-0.69,-2,53.51,0.33,-4.27,1
29.99,1,1,1,697,-0.22,0.17,1.63,-4.15,-7.43,1.44,1
30.08,1,1,0,664,0.05,-0.22,-1.53,-54.97,3.3,-1.11,1
29.99,1,1,1,689,0,-0.33,-1.71,128.3,7.1,-10.47,1
29.99,1,1,0,668,0.05,0.19,0.79,-113.74,2.39,7.76,1
29.94,1,1,1,682,0.14,-0.62,-2,133.93,-0.4,-7.51,1
30.04,1,1,0,673,0.1,0.3,1.53,-152.66,-16.63,12.84,1
30.04,1,1,1,684,0.15,-0.66,-2,153.84,-2.5,-10.28,1
30.04,1,1,0,672,0.07,0.22,0.91,-118.25,3.89,6.73,1
29.99,1,0,1,687,0.21,-0.48,-2,153.46,-8.23,-11.03,1
30.04,1,1,0,665,-0.03,-0.11,-1,-69.99,1.96,1.73,1
30.08,1,1,1,691,-0.66,0.27,0.05,179.85,17.5,-32.34,1
29.99,1,1,0,666,0.11,-0.69,-2,5.6,6.02,-3.13,1
30.08,1,1,1,685,0.05,0.56,2,-173.58,5.15,19.13,1
29.99,1,1,1,684,0.08,-0.66,-2,168.3,-9.51,-12.53,1
30.13,1,1,0,667,0.05,-0.25,-1.78,-57.68,0.24,0.3,1
29.94,1,1,1,692,0.02,0.47,2,-85.05,-1.92,8.38,1
30.04,1,1,1,680,0.14,-0.67,-2,176.69,-32.24,-9.34,1
29.99,1,1,0,661,0.05,-0.31,-1.97,-51.38,-2.44,-1.23,1
29.99,1,1,0,684,0.08,0.55,2,-171.67,12.21,17.69,1
30.04,1,1,1,687,0.06,-0.35,-1.47,121.63,3.39,-10.08,1
29.99,1,1,0,667,0.15,-0.78,-2,66.51,0.86,-7.32,1
29.99,1,1,0,660,0.05,-0.02,-0.35,-105.52,0.69,6.87,1
29.99,1,1,1,681,0.1,0.58,2,-167.69,3.24,16.98,1
30.04,1,1,1,689,0.07,0,0.42,207.11,-7.44,-19.05,1
29.99,1,1,1,677,0.14,-0.73,-2,174.95,-15.86,-12.55,1
29.94,1,1,0,661,0.14,-0.78,-2,26.39,4.5,-5.03,1
30.04,1,1,0,654,0.05,-0.28,-1.81,-60.21,0.56,0.36,1
29.94,1,1,0,664,-0.02,0.27,1.23,-141.11,11.31,5.69,1
29.99,1,1,1,676,0.08,0.58,2,-183.28,-0.22,20.05,1
29.99,1,1,1,683,0.11,0.52,2,-71.35,-12.44,12.75,1
29.94,1,1,1,684,0.13,0.08,1.69,28.36,-10.27,1.31,1
29.99,1,1,1,681,0.23,-0.16,-0.5,102.49,-23.73,4.93,1
30.04,1,1,1,677,0.04,-0.32,-1.4,125.29,-21.77,-11.04,1
29.99,1,1,1,677,0.08,-0.5,-2,159.76,0.11,-10.61,1
29.99,1,1,1,676,0.15,-0.56,-2,155.92,-18.95,-5.39,1
30.04,1,1,1,675,0.09,-0.52,-2,165.23,-0.7,-11.02,1
29.99,1,1,1,673,0.08,-0.49,-2,144.73,-4.58,-7.55,1
29.99,1,1,1,677,0.03,-0.3,-1.2,128.03,2.33,-9.6,1
29.94,1,1,1,678,-0.42,0.16,-0.68,194.11,30.82,-24.12,1
29.89,1,1,1,683,0.15,0.26,1.8,74.28,-24.25,-3.8,1
29.94,1,1,0,672,0.04,0.01,0.05,-38.99,-0.68,4.92,1
29.94,1,0,1,668,0.06,-0.18,-0.94,-0.47,-1.09,0.28,1
27.87,1,1,1,905,0.01,0.06,-0.19,-18.27,-10.05,-0.7,1
27.82,1,1,1,905,0.23,-0.14,-2,28.21,17.72,-0.42,1
27.92,1,1,0,905,-0.06,0.05,0.77,-30.07,-11.19,0.79,1
27.87,1,1,1,905,0.22,-0.16,-2,35.81,11.62,-2.84,1
27.92,1,1,0,905,-0.04,0.04,0.67,-31.78,-10.05,0.95,1
27.87,1,1,1,905,0.16,-0.08,-1.96,36.95,24.47,-1.87,1
27.92,1,1,1,905,0.11,0.04,-0.46,-20.61,-13.19,0.17,1
27.97,1,1,1,904,0.09,0.16,-0.18,-3.92,-11.34,-1.01,1
27.87,1,1,1,905,0.27,-0.07,-2,14.47,6.97,-0.76,1
27.87,1,1,0,905,-0.03,0.11,2,-58.02,-30.99,7.6,1
27.87,1,1,1,905,0.24,-0.36,-2,46.39,19.54,-3.18,1
27.87,1,1,0,905,-0.05,0.02,0.92,-39.37,-18.02,0.77,1
27.92,1,1,1,905,0.1,-0.06,-0.33,-5.41,-10.21,-0.11,1
27.87,1,1,1,905,0.3,-0.14,-2,26.59,13.33,-0.08,1
27.97,1,1,0,905,-0.14,0,1.81,-29.46,-9.73,0.03,1
27.92,1,1,1,905,0.13,0.06,-0.69,1.18,-7.24,0.66,1
27.92,1,1,0,905,0.3,-0.2,-2,31.6,13.98,-1.22,1
27.97,1,1,0,905,-0.07,0.03,0.98,-39.95,-17.95,0.74,1
27.92,1,1,1,905,-0.03,0.18,1.11,-21.67,-16.27,2.76,1
27.97,1,1,0,905,0.27,-0.29,-2,43.79,7.37,-4.82,1
27.92,1,1,1,905,0.25,-0.03,-2,5.11,1.66,-1.08,1
27.87,1,1,0,905,-0.07,0,1.76,-35.45,-20.52,-0.34,1
27.97,1,1,1,905,0,0.16,1.32,-29.95,-5.99,4.99,1
27.78,1,1,1,905,0.24,-0.21,-2,39.49,14.63,-2.26,1
27.92,1,0,0,905,0.25,-0.26,-2,42.52,13.69,-2.74,1
27.97,1,1,1,905,0.21,-0.02,-2,-11.33,-5.57,0.27,1
27.87,1,1,0,905,-0.08,-0.02,1.35,-48.82,-26.1,1.16,1
27.87,1,1,0,905,-0.07,0.12,2,-54.94,-27.22,5.45,1
27.97,1,1,1,905,0,0.24,0.83,-26.21,-24.44,1.9,1
27.92,1,1,1,905,0.1,0.02,-1.41,70.92,36.08,-7.35,1
27.87,1,1,1,905,0.11,-0.28,-2,56.29,20.33,-3.73,1
27.92,1,1,0,905,0.26,-0.35,-2,49.55,16.56,-4.21,1
27.87,1,1,1,905,0.32,-0.22,-2,33.76,12.59,-1.27,1
27.92,1,1,1,905,0.31,-0.1,-2,21.4,10.59,-1.03,1
27.87,1,1,1,905,0.24,-0.03,-2,14.66,7.94,-0.33,1
27.87,1,1,1,905,0.23,-0.05,-2,-1.44,0.38,-1.15,1
27.97,1,1,0,905,0.19,-0.06,-2,-6.12,-0.38,-0.49,1
27.87,1,1,1,905,0.19,-0.06,-2,-8.96,-4.63,-0.37,1
27.87,1,1,0,905,0.21,-0.05,-2,-2.56,0.95,-0.56,1
27.82,1,1,0,905,0.26,-0.04,-2,10.63,6.13,-0.21,1
27.82,1,1,1,905,0.29,-0.06,-2,25.31,8.32,-2.21,1
27.87,1,1,1,904,0.31,-0.19,-2,38.44,15.74,-1.82,1
27.82,1,1,0,905,0.33,-0.29,-2,64.23,10.91,-6.38,1
27.87,1,1,0,905,0.14,-0.37,-2,44.85,19.98,-1.69,1
27.97,1,0,1,905,0.08,-0.02,-1.14,67.04,29.77,-4.95,1
27.92,1,1,1,905,0.06,0.22,1.14,-43.22,-26.84,4.61,1
27.87,1,1,0,905,-0.04,0.16,2,-55.63,-22.3,5.82,1
27.82,1,1,0,905,-0.05,-0.01,0.97,-43.7,-18.56,0.6,1
27.87,1,1,1,905,0.21,-0.07,-2,-4.42,-0.77,-0.98,1
